SK_sale,order_id,item_id,SK_customer,SK_product,SK_staff,SK_store,SK_order_status,SK_order_date,SK_required_date,SK_shipped_date,quantity,list_price,discount,discount_amount,revenue_usd,net_revenue_EGP,net_revenue_EUR,net_revenue_GBP,net_revenue_AED,net_revenue_SAR,is_late_delivery,delivery_status,locality
3654,1255,5,375.0,82,6.0,2.0,4.0,683.0,684.0,685.0,1,659.99,0.05,32.999500000000005,626.99,33556.67,541.49,471.39,2303.03,2353.49,1.0,Late,Local
3655,1256,1,458.0,44,6.0,2.0,4.0,683.0,684.0,686.0,2,539.99,0.2,215.996,863.98,46240.44,746.16,649.57,3173.53,3243.06,1.0,Late,Local
3656,1256,2,458.0,100,6.0,2.0,4.0,683.0,684.0,686.0,1,489.99,0.1,48.999,440.99,23601.9,380.85,331.55,1619.82,1655.31,1.0,Late,Local
3657,1257,1,1136.0,30,7.0,2.0,4.0,683.0,686.0,684.0,2,999.99,0.05,99.99900000000001,1899.98,101687.43,1640.88,1428.48,6978.91,7131.81,0.0,On Time,Local
3658,1257,2,1136.0,61,7.0,2.0,4.0,683.0,686.0,684.0,1,4999.99,0.05,249.9995,4749.99,254220.71,4102.24,3571.22,17447.43,17829.68,0.0,On Time,Local
3659,1257,3,1136.0,17,7.0,2.0,4.0,683.0,686.0,684.0,2,429.0,0.1,85.80000000000001,772.2,41328.35,666.9,580.57,2836.41,2898.55,0.0,On Time,Local
3660,1257,4,1136.0,41,7.0,2.0,4.0,683.0,686.0,684.0,1,1469.99,0.05,73.4995,1396.49,74740.51,1206.05,1049.93,5129.52,5241.9,0.0,On Time,Local
3661,1257,5,1136.0,4,7.0,2.0,4.0,683.0,686.0,684.0,1,2899.99,0.1,289.99899999999997,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92,0.0,On Time,Local
3662,1258,1,1099.0,94,7.0,2.0,4.0,684.0,685.0,686.0,2,249.99,0.1,49.998000000000005,449.98,24083.05,388.62,338.31,1652.84,1689.06,1.0,Late,Local
3663,1258,2,1099.0,99,7.0,2.0,4.0,684.0,685.0,686.0,2,299.99,0.05,29.999000000000002,569.98,30505.48,492.25,428.53,2093.62,2139.49,1.0,Late,Local
3664,1259,1,,60,,,,,,,1,1559.99,0.1,155.99900000000002,1403.99,75141.91,1212.53,1055.57,5157.07,5270.05,,,
3665,1259,2,,19,,,,,,,1,449.0,0.2,89.80000000000001,359.2,19224.48,310.22,270.06,1319.4,1348.3,,,
3666,1260,1,1117.0,8,6.0,2.0,4.0,686.0,687.0,688.0,1,1799.99,0.1,179.99900000000002,1619.99,86702.29,1399.08,1217.97,5950.47,6080.83,1.0,Late,Local
3667,1260,2,1117.0,66,6.0,2.0,4.0,686.0,687.0,688.0,1,250.99,0.1,25.099000000000004,225.89,12089.69,195.09,169.83,829.73,847.91,1.0,Late,Local
3668,1261,1,435.0,73,7.0,2.0,4.0,687.0,689.0,688.0,1,749.99,0.2,149.99800000000002,599.99,32111.62,518.17,451.09,2203.85,2252.14,0.0,On Time,Local
3669,1261,2,435.0,88,7.0,2.0,4.0,687.0,689.0,688.0,2,189.99,0.2,75.99600000000001,303.98,16269.09,262.53,228.54,1116.56,1141.03,0.0,On Time,Local
3670,1261,3,435.0,100,7.0,2.0,4.0,687.0,689.0,688.0,1,489.99,0.05,24.4995,465.49,24913.15,402.01,349.97,1709.81,1747.27,0.0,On Time,Local
3671,1261,4,435.0,42,7.0,2.0,4.0,687.0,689.0,688.0,1,2299.99,0.1,229.999,2069.99,110786.41,1787.71,1556.3,7603.38,7769.97,0.0,On Time,Local
3672,1262,1,509.0,37,6.0,2.0,4.0,687.0,690.0,690.0,1,379.99,0.07,26.599300000000003,353.39,18913.53,305.2,265.69,1298.05,1326.49,0.0,On Time,Local
3673,1262,2,509.0,52,6.0,2.0,4.0,687.0,690.0,690.0,1,875.99,0.05,43.7995,832.19,44539.03,718.71,625.67,3056.76,3123.73,0.0,On Time,Local
3674,1262,3,509.0,43,6.0,2.0,4.0,687.0,690.0,690.0,2,5299.99,0.07,741.9986,9857.98,527601.68,8513.67,7411.59,36209.84,37003.16,0.0,On Time,Local
3675,1262,4,509.0,77,6.0,2.0,4.0,687.0,690.0,690.0,1,799.99,0.07,55.999300000000005,743.99,39818.54,642.53,559.36,2732.79,2792.66,0.0,On Time,Local
3676,1263,1,1408.0,45,6.0,2.0,4.0,687.0,690.0,690.0,1,869.99,0.2,173.99800000000002,695.99,37249.57,601.08,523.27,2556.48,2612.49,0.0,On Time,Local
3677,1263,2,1408.0,62,6.0,2.0,4.0,687.0,690.0,690.0,1,3499.99,0.05,174.9995,3324.99,177954.34,2871.57,2499.85,12213.19,12480.77,0.0,On Time,Local
3678,1263,3,1408.0,19,6.0,2.0,4.0,687.0,690.0,690.0,2,449.0,0.1,89.80000000000001,808.2,43255.08,697.99,607.63,2968.64,3033.68,0.0,On Time,Local
3679,1264,1,113.0,101,6.0,2.0,4.0,688.0,691.0,689.0,1,339.99,0.07,23.799300000000002,316.19,16922.57,273.07,237.72,1161.41,1186.86,0.0,On Time,Local
3680,1264,2,113.0,77,6.0,2.0,4.0,688.0,691.0,689.0,2,799.99,0.07,111.99860000000001,1487.98,79637.08,1285.07,1118.72,5465.57,5585.32,0.0,On Time,Local
3681,1264,3,113.0,29,6.0,2.0,4.0,688.0,691.0,689.0,2,999.99,0.2,399.99600000000004,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72,0.0,On Time,Local
3682,1264,4,113.0,52,6.0,2.0,4.0,688.0,691.0,689.0,1,875.99,0.05,43.7995,832.19,44539.03,718.71,625.67,3056.76,3123.73,0.0,On Time,Local
3683,1265,1,950.0,41,7.0,2.0,4.0,688.0,691.0,691.0,2,1469.99,0.1,293.998,2645.98,141613.55,2285.15,1989.35,9719.08,9932.02,0.0,On Time,Local
3684,1265,2,950.0,72,7.0,2.0,4.0,688.0,691.0,691.0,2,619.99,0.07,86.79860000000001,1153.18,61718.5,995.92,867.0,4235.8,4328.61,0.0,On Time,Local
3685,1266,1,387.0,90,6.0,2.0,4.0,689.0,692.0,691.0,1,209.99,0.2,41.998000000000005,167.99,8990.87,145.08,126.3,617.05,630.57,0.0,On Time,Local
3686,1266,2,387.0,48,6.0,2.0,4.0,689.0,692.0,691.0,1,1499.99,0.2,299.998,1199.99,64223.78,1036.35,902.2,4407.74,4504.31,0.0,On Time,Local
3687,1267,1,467.0,45,6.0,2.0,4.0,689.0,690.0,690.0,1,869.99,0.1,86.99900000000001,782.99,41905.83,676.22,588.68,2876.04,2939.05,0.0,On Time,Local
3688,1267,2,467.0,27,6.0,2.0,4.0,689.0,690.0,690.0,1,999.99,0.07,69.9993,929.99,49773.31,803.17,699.2,3415.99,3490.83,0.0,On Time,Local
3689,1267,3,467.0,108,6.0,2.0,4.0,689.0,690.0,690.0,1,449.99,0.2,89.998,359.99,19266.76,310.9,270.65,1322.3,1351.27,0.0,On Time,Local
3690,1267,4,467.0,95,6.0,2.0,4.0,689.0,690.0,690.0,1,299.99,0.05,14.999500000000001,284.99,15252.74,246.13,214.27,1046.81,1069.75,0.0,On Time,Local
3691,1268,1,774.0,68,3.0,1.0,4.0,690.0,692.0,693.0,2,449.99,0.07,62.99860000000001,836.98,44795.39,722.84,629.27,3074.35,3141.71,1.0,Late,Local
3692,1268,2,774.0,87,3.0,1.0,4.0,690.0,692.0,693.0,2,189.99,0.07,26.598600000000005,353.38,18912.99,305.19,265.68,1298.02,1326.46,1.0,Late,Local
3693,1268,3,774.0,59,3.0,1.0,4.0,690.0,692.0,693.0,2,2599.99,0.2,1039.9959999999999,4159.98,222643.22,3592.69,3127.63,15280.23,15615.0,1.0,Late,Local
3694,1268,4,774.0,100,3.0,1.0,4.0,690.0,692.0,693.0,1,489.99,0.07,34.2993,455.69,24388.65,393.55,342.6,1673.82,1710.49,1.0,Late,Local
3695,1269,1,1236.0,4,6.0,2.0,4.0,690.0,693.0,693.0,2,2899.99,0.2,1159.9959999999999,4639.98,248332.95,4007.24,3488.51,17043.34,17416.74,0.0,On Time,Local
3696,1269,2,1236.0,7,6.0,2.0,4.0,690.0,693.0,693.0,1,3999.99,0.2,799.998,3199.99,171264.31,2763.61,2405.87,11754.04,12011.56,0.0,On Time,Local
3697,1269,3,1236.0,111,6.0,2.0,4.0,690.0,693.0,693.0,1,470.99,0.1,47.099000000000004,423.89,22686.7,366.08,318.7,1557.01,1591.12,0.0,On Time,Local
3698,1270,1,1388.0,54,6.0,2.0,4.0,690.0,693.0,693.0,1,3199.99,0.2,639.998,2559.99,137011.34,2210.89,1924.7,9403.23,9609.24,0.0,On Time,Local
3699,1271,1,734.0,25,6.0,2.0,4.0,691.0,694.0,694.0,2,499.99,0.1,99.998,899.98,48167.17,777.25,676.64,3305.76,3378.19,0.0,On Time,Local
3700,1271,2,734.0,50,6.0,2.0,4.0,691.0,694.0,694.0,2,5999.99,0.07,839.9986,11159.98,597285.06,9638.12,8390.49,40992.28,41890.38,0.0,On Time,Local
3701,1271,3,734.0,87,6.0,2.0,4.0,691.0,694.0,694.0,2,189.99,0.07,26.598600000000005,353.38,18912.99,305.19,265.68,1298.02,1326.46,0.0,On Time,Local
3702,1271,4,734.0,32,6.0,2.0,4.0,691.0,694.0,694.0,2,469.99,0.07,65.79860000000001,874.18,46786.34,754.97,657.24,3210.99,3281.34,0.0,On Time,Local
3703,1272,1,935.0,16,6.0,2.0,4.0,691.0,693.0,694.0,2,599.99,0.2,239.996,959.98,51378.38,829.07,721.75,3526.15,3603.4,1.0,Late,Local
3704,1272,2,935.0,71,6.0,2.0,4.0,691.0,693.0,694.0,2,416.99,0.1,83.39800000000001,750.58,40171.24,648.22,564.31,2756.99,2817.4,1.0,Late,Local
3705,1272,3,935.0,86,6.0,2.0,4.0,691.0,693.0,694.0,1,149.99,0.07,10.499300000000002,139.49,7465.54,120.47,104.87,512.37,523.59,1.0,Late,Local
3706,1273,1,1268.0,95,6.0,2.0,4.0,691.0,693.0,693.0,2,299.99,0.07,41.9986,557.98,29863.24,481.89,419.51,2049.54,2094.45,0.0,On Time,Local
3707,1273,2,1268.0,20,6.0,2.0,4.0,691.0,693.0,693.0,1,599.99,0.07,41.999300000000005,557.99,29863.77,481.9,419.52,2049.58,2094.49,0.0,On Time,Local
3708,1273,3,1268.0,58,6.0,2.0,4.0,691.0,693.0,693.0,1,4999.99,0.2,999.998,3999.99,214080.52,3454.52,3007.34,14692.56,15014.46,0.0,On Time,Local
3709,1274,1,1364.0,81,7.0,2.0,4.0,692.0,693.0,695.0,1,1099.99,0.1,109.99900000000001,989.99,52984.53,854.99,744.31,3636.38,3716.05,1.0,Late,Local
3710,1275,1,165.0,58,2.0,1.0,4.0,693.0,695.0,694.0,1,4999.99,0.07,349.9993,4649.99,248868.69,4015.88,3496.03,17080.11,17454.32,0.0,On Time,Local
3711,1275,2,165.0,30,2.0,1.0,4.0,693.0,695.0,694.0,1,999.99,0.1,99.99900000000001,899.99,48167.7,777.26,676.65,3305.8,3378.22,0.0,On Time,Local
3712,1276,1,893.0,18,6.0,2.0,4.0,694.0,697.0,696.0,2,449.0,0.2,179.60000000000002,718.4,38448.96,620.43,540.12,2638.79,2696.6,0.0,On Time,Local
3713,1276,2,893.0,58,6.0,2.0,4.0,694.0,697.0,696.0,1,4999.99,0.2,999.998,3999.99,214080.52,3454.52,3007.34,14692.56,15014.46,0.0,On Time,Local
3714,1276,3,893.0,42,6.0,2.0,4.0,694.0,697.0,696.0,1,2299.99,0.05,114.9995,2184.99,116941.24,1887.03,1642.76,8025.8,8201.63,0.0,On Time,Local
3715,1276,4,893.0,24,6.0,2.0,4.0,694.0,697.0,696.0,2,549.99,0.2,219.996,879.98,47096.76,759.98,661.6,3232.3,3303.11,0.0,On Time,Local
3716,1276,5,893.0,78,6.0,2.0,4.0,694.0,697.0,696.0,2,647.99,0.2,259.196,1036.78,55488.74,895.4,779.49,3808.25,3891.68,0.0,On Time,Local
3717,1277,1,227.0,56,6.0,2.0,4.0,695.0,698.0,696.0,2,5499.99,0.2,2199.996,8799.98,470977.24,7599.94,6616.15,32323.65,33031.82,0.0,On Time,Local
3718,1277,2,227.0,93,6.0,2.0,4.0,695.0,698.0,696.0,2,209.99,0.05,20.999000000000002,398.98,21353.51,344.57,299.97,1465.51,1497.62,0.0,On Time,Local
3719,1277,3,227.0,9,6.0,2.0,4.0,695.0,698.0,696.0,2,2999.99,0.1,599.9979999999999,5399.98,289008.35,4663.6,4059.9,19834.94,20269.5,0.0,On Time,Local
3720,1277,4,227.0,4,6.0,2.0,4.0,695.0,698.0,696.0,1,2899.99,0.1,289.99899999999997,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92,0.0,On Time,Local
3721,1277,5,227.0,11,6.0,2.0,4.0,695.0,698.0,696.0,1,1680.99,0.2,336.19800000000004,1344.79,71973.51,1161.4,1011.06,4939.62,5047.84,0.0,On Time,Local
3722,1278,1,980.0,103,7.0,2.0,4.0,695.0,696.0,698.0,2,551.99,0.1,110.39800000000001,993.58,53176.66,858.09,747.01,3649.57,3729.53,1.0,Late,Local
3723,1278,2,980.0,32,7.0,2.0,4.0,695.0,696.0,698.0,1,469.99,0.1,46.999,422.99,22638.54,365.31,318.02,1553.71,1587.75,1.0,Late,Local
3724,1279,1,1014.0,9,6.0,2.0,4.0,695.0,698.0,697.0,2,2999.99,0.05,299.99899999999997,5699.98,305064.43,4922.69,4285.46,20936.88,21395.59,0.0,On Time,Local
3725,1280,1,123.0,72,9.0,3.0,4.0,695.0,697.0,697.0,2,619.99,0.07,86.79860000000001,1153.18,61718.5,995.92,867.0,4235.8,4328.61,0.0,On Time,Local
3726,1280,2,123.0,74,9.0,3.0,4.0,695.0,697.0,697.0,1,439.99,0.05,21.9995,417.99,22370.93,360.99,314.26,1535.34,1568.98,0.0,On Time,Local
3727,1280,3,123.0,52,9.0,3.0,4.0,695.0,697.0,697.0,1,875.99,0.07,61.319300000000005,814.67,43601.35,703.58,612.5,2992.41,3057.97,0.0,On Time,Local
3728,1280,4,123.0,63,9.0,3.0,4.0,695.0,697.0,697.0,1,3499.99,0.2,699.998,2799.99,149856.2,2418.16,2105.14,10284.78,10510.11,0.0,On Time,Local
3729,1281,1,1060.0,36,6.0,2.0,4.0,696.0,699.0,699.0,1,832.99,0.05,41.6495,791.34,42352.72,683.43,594.96,2906.71,2970.39,0.0,On Time,Local
3730,1281,2,1060.0,49,6.0,2.0,4.0,696.0,699.0,699.0,2,3499.99,0.05,349.999,6649.98,355908.68,5743.14,4999.7,24426.37,24961.53,0.0,On Time,Local
3731,1281,3,1060.0,75,6.0,2.0,4.0,696.0,699.0,699.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,0.0,On Time,Local
3732,1282,1,320.0,111,6.0,2.0,4.0,697.0,699.0,699.0,1,470.99,0.05,23.549500000000002,447.44,23947.11,386.42,336.4,1643.51,1679.52,0.0,On Time,Local
3733,1282,2,320.0,50,6.0,2.0,4.0,697.0,699.0,699.0,2,5999.99,0.2,2399.996,9599.98,513793.45,8290.85,7217.62,35262.17,36034.72,0.0,On Time,Local
3734,1283,1,85.0,61,7.0,2.0,4.0,698.0,701.0,701.0,2,4999.99,0.05,499.999,9499.98,508441.43,8204.49,7142.44,34894.85,35659.36,0.0,On Time,Local
3735,1283,2,85.0,81,7.0,2.0,4.0,698.0,701.0,701.0,1,1099.99,0.2,219.99800000000002,879.99,47097.3,759.99,661.61,3232.34,3303.15,0.0,On Time,Local
3736,1283,3,85.0,7,7.0,2.0,4.0,698.0,701.0,701.0,1,3999.99,0.1,399.999,3599.99,192672.41,3109.07,2706.61,13223.3,13513.01,0.0,On Time,Local
3737,1283,4,85.0,32,7.0,2.0,4.0,698.0,701.0,701.0,1,469.99,0.1,46.999,422.99,22638.54,365.31,318.02,1553.71,1587.75,0.0,On Time,Local
3738,1283,5,85.0,11,7.0,2.0,4.0,698.0,701.0,701.0,1,1680.99,0.2,336.19800000000004,1344.79,71973.51,1161.4,1011.06,4939.62,5047.84,0.0,On Time,Local
3739,1284,1,128.0,101,7.0,2.0,4.0,698.0,700.0,701.0,1,339.99,0.07,23.799300000000002,316.19,16922.57,273.07,237.72,1161.41,1186.86,1.0,Late,Local
3740,1284,2,128.0,8,7.0,2.0,4.0,698.0,700.0,701.0,1,1799.99,0.05,89.99950000000001,1709.99,91519.11,1476.8,1285.63,6281.05,6418.66,1.0,Late,Local
3741,1284,3,128.0,4,7.0,2.0,4.0,698.0,700.0,701.0,2,2899.99,0.05,289.99899999999997,5509.98,294895.58,4758.6,4142.61,20238.98,20682.4,1.0,Late,Local
3742,1285,1,262.0,78,7.0,2.0,4.0,698.0,701.0,701.0,2,647.99,0.07,90.71860000000001,1205.26,64505.83,1040.9,906.16,4427.1,4524.09,0.0,On Time,Local
3743,1285,2,262.0,93,7.0,2.0,4.0,698.0,701.0,701.0,1,209.99,0.1,20.999000000000002,188.99,10114.79,163.22,142.09,694.19,709.4,0.0,On Time,Local
3744,1285,3,262.0,69,7.0,2.0,4.0,698.0,701.0,701.0,2,416.99,0.2,166.79600000000002,667.18,35707.65,576.2,501.61,2450.65,2504.34,0.0,On Time,Local
3745,1285,4,262.0,6,7.0,2.0,4.0,698.0,701.0,701.0,1,469.99,0.1,46.999,422.99,22638.54,365.31,318.02,1553.71,1587.75,0.0,On Time,Local
3746,1286,1,1033.0,109,7.0,2.0,4.0,698.0,701.0,700.0,2,416.99,0.2,166.79600000000002,667.18,35707.65,576.2,501.61,2450.65,2504.34,0.0,On Time,Local
3747,1286,2,1033.0,81,7.0,2.0,4.0,698.0,701.0,700.0,2,1099.99,0.07,153.9986,2045.98,109501.39,1766.97,1538.24,7515.19,7679.84,0.0,On Time,Local
3748,1286,3,1033.0,87,7.0,2.0,4.0,698.0,701.0,700.0,1,189.99,0.07,13.299300000000002,176.69,9456.5,152.6,132.84,649.01,663.23,0.0,On Time,Local
3749,1287,1,279.0,27,3.0,1.0,4.0,701.0,704.0,703.0,2,999.99,0.2,399.99600000000004,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72,0.0,On Time,Local
3750,1287,2,279.0,62,3.0,1.0,4.0,701.0,704.0,703.0,2,3499.99,0.1,699.998,6299.98,337176.59,5440.86,4736.56,23140.77,23647.76,0.0,On Time,Local
3751,1287,3,279.0,103,3.0,1.0,4.0,701.0,704.0,703.0,1,551.99,0.1,55.199000000000005,496.79,26588.33,429.04,373.51,1824.78,1864.76,0.0,On Time,Local
3752,1287,4,279.0,100,3.0,1.0,4.0,701.0,704.0,703.0,2,489.99,0.05,48.999,930.98,49826.29,804.02,699.95,3419.63,3494.55,0.0,On Time,Local
3753,1288,1,778.0,73,9.0,3.0,4.0,701.0,704.0,703.0,1,749.99,0.2,149.99800000000002,599.99,32111.62,518.17,451.09,2203.85,2252.14,0.0,On Time,Local
3754,1288,2,778.0,64,9.0,3.0,4.0,701.0,704.0,703.0,2,489.99,0.2,195.996,783.98,41958.82,677.07,589.43,2879.68,2942.77,0.0,On Time,Local
3755,1288,3,778.0,62,9.0,3.0,4.0,701.0,704.0,703.0,2,3499.99,0.1,699.998,6299.98,337176.59,5440.86,4736.56,23140.77,23647.76,0.0,On Time,Local
3756,1288,4,778.0,17,9.0,3.0,4.0,701.0,704.0,703.0,2,429.0,0.07,60.06,797.94,42705.96,689.13,599.92,2930.95,2995.17,0.0,On Time,Local
3757,1289,1,1292.0,89,3.0,1.0,4.0,702.0,705.0,704.0,1,209.99,0.05,10.499500000000001,199.49,10676.76,172.29,149.98,732.76,748.81,0.0,On Time,Local
3758,1289,2,1292.0,3,3.0,1.0,4.0,702.0,705.0,704.0,1,999.99,0.1,99.99900000000001,899.99,48167.7,777.26,676.65,3305.8,3378.22,0.0,On Time,Local
3759,1290,1,967.0,75,6.0,2.0,4.0,702.0,704.0,704.0,2,599.99,0.05,59.999,1139.98,61012.03,984.52,857.08,4187.32,4279.06,0.0,On Time,Local
3760,1290,2,967.0,36,6.0,2.0,4.0,702.0,704.0,704.0,1,832.99,0.05,41.6495,791.34,42352.72,683.43,594.96,2906.71,2970.39,0.0,On Time,Local
3761,1290,3,967.0,92,6.0,2.0,4.0,702.0,704.0,704.0,2,209.99,0.1,41.998000000000005,377.98,20229.59,326.44,284.18,1388.38,1418.8,0.0,On Time,Local
3762,1291,1,1284.0,57,6.0,2.0,4.0,703.0,705.0,706.0,1,1999.99,0.1,199.99900000000002,1799.99,96335.94,1554.53,1353.3,6611.63,6756.49,1.0,Late,Local
3763,1291,2,1284.0,58,6.0,2.0,4.0,703.0,705.0,706.0,2,4999.99,0.05,499.999,9499.98,508441.43,8204.49,7142.44,34894.85,35659.36,1.0,Late,Local
3764,1292,1,285.0,70,6.0,2.0,4.0,704.0,707.0,705.0,1,659.99,0.07,46.19930000000001,613.79,32850.2,530.09,461.47,2254.54,2303.94,0.0,On Time,Local
3765,1293,1,1401.0,88,7.0,2.0,4.0,704.0,706.0,705.0,2,189.99,0.1,37.998000000000005,341.98,18302.86,295.34,257.11,1256.14,1283.66,0.0,On Time,Local
3766,1293,2,1401.0,74,7.0,2.0,4.0,704.0,706.0,705.0,2,439.99,0.05,43.999,835.98,44741.87,721.98,628.52,3070.68,3137.96,0.0,On Time,Local
3767,1293,3,1401.0,38,7.0,2.0,4.0,704.0,706.0,705.0,2,549.99,0.07,76.99860000000001,1022.98,54750.16,883.48,769.11,3757.56,3839.88,0.0,On Time,Local
3768,1294,1,947.0,95,2.0,1.0,4.0,705.0,707.0,708.0,2,299.99,0.05,29.999000000000002,569.98,30505.48,492.25,428.53,2093.62,2139.49,1.0,Late,Local
3769,1294,2,947.0,44,2.0,1.0,4.0,705.0,707.0,708.0,1,539.99,0.05,26.9995,512.99,27455.36,443.03,385.68,1884.29,1925.57,1.0,Late,Local
3770,1295,1,37.0,5,7.0,2.0,4.0,705.0,706.0,708.0,2,1320.99,0.2,528.3960000000001,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59,1.0,Late,Local
3771,1295,2,37.0,61,7.0,2.0,4.0,705.0,706.0,708.0,1,4999.99,0.2,999.998,3999.99,214080.52,3454.52,3007.34,14692.56,15014.46,1.0,Late,Local
3772,1295,3,37.0,52,7.0,2.0,4.0,705.0,706.0,708.0,1,875.99,0.05,43.7995,832.19,44539.03,718.71,625.67,3056.76,3123.73,1.0,Late,Local
3773,1296,1,231.0,25,3.0,1.0,4.0,708.0,711.0,709.0,2,499.99,0.05,49.999,949.98,50843.18,820.43,714.23,3489.42,3565.87,0.0,On Time,Local
3774,1296,2,231.0,90,3.0,1.0,4.0,708.0,711.0,709.0,1,209.99,0.1,20.999000000000002,188.99,10114.79,163.22,142.09,694.19,709.4,0.0,On Time,Local
3775,1296,3,231.0,16,3.0,1.0,4.0,708.0,711.0,709.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,0.0,On Time,Local
3776,1296,4,231.0,2,3.0,1.0,4.0,708.0,711.0,709.0,2,749.99,0.1,149.99800000000002,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32,0.0,On Time,Local
3777,1297,1,108.0,104,6.0,2.0,4.0,708.0,711.0,710.0,2,481.99,0.07,67.47860000000001,896.5,47980.92,774.25,674.02,3292.98,3365.12,0.0,On Time,Local
3778,1297,2,108.0,43,6.0,2.0,4.0,708.0,711.0,710.0,1,5299.99,0.05,264.9995,5034.99,269473.99,4348.38,3785.49,18494.27,18899.46,0.0,On Time,Local
3779,1297,3,108.0,51,6.0,2.0,4.0,708.0,711.0,710.0,2,6499.99,0.05,649.999,12349.98,660974.18,10665.84,9285.17,45363.33,46357.19,0.0,On Time,Local
3780,1298,1,533.0,59,9.0,3.0,4.0,708.0,711.0,710.0,1,2599.99,0.05,129.99949999999998,2469.99,132194.51,2133.16,1857.03,9072.64,9271.42,0.0,On Time,Local
3781,1298,2,533.0,110,9.0,3.0,4.0,708.0,711.0,710.0,2,470.99,0.07,65.93860000000001,876.04,46885.89,756.58,658.64,3217.83,3288.33,0.0,On Time,Local
3782,1299,1,1216.0,14,2.0,1.0,4.0,709.0,712.0,710.0,2,269.99,0.1,53.998000000000005,485.98,26009.78,419.71,365.38,1785.08,1824.19,0.0,On Time,Local
3783,1299,2,1216.0,101,2.0,1.0,4.0,709.0,712.0,710.0,1,339.99,0.05,16.9995,322.99,17286.51,278.94,242.84,1186.39,1212.38,0.0,On Time,Local
3784,1299,3,1216.0,75,2.0,1.0,4.0,709.0,712.0,710.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,0.0,On Time,Local
3785,1299,4,1216.0,52,2.0,1.0,4.0,709.0,712.0,710.0,2,875.99,0.2,350.396,1401.58,75012.93,1210.45,1053.76,5148.21,5261.01,0.0,On Time,Local
3786,1300,1,824.0,101,6.0,2.0,4.0,709.0,711.0,711.0,2,339.99,0.07,47.598600000000005,632.38,33845.14,546.14,475.45,2322.83,2373.72,0.0,On Time,Local
3787,1300,2,824.0,58,6.0,2.0,4.0,709.0,711.0,711.0,2,4999.99,0.05,499.999,9499.98,508441.43,8204.49,7142.44,34894.85,35659.36,0.0,On Time,Local
3788,1301,1,1088.0,45,3.0,1.0,4.0,710.0,713.0,713.0,2,869.99,0.2,347.99600000000004,1391.98,74499.14,1202.16,1046.54,5112.95,5224.97,0.0,On Time,Local
3789,1301,2,1088.0,105,3.0,1.0,4.0,710.0,713.0,713.0,2,533.99,0.1,106.798,961.18,51442.61,830.11,722.65,3530.56,3607.91,0.0,On Time,Local
3790,1301,3,1088.0,8,3.0,1.0,4.0,710.0,713.0,713.0,1,1799.99,0.2,359.99800000000005,1439.99,77068.64,1243.62,1082.64,5289.3,5405.18,0.0,On Time,Local
3791,1302,1,322.0,38,7.0,2.0,4.0,710.0,712.0,713.0,1,549.99,0.05,27.4995,522.49,27963.8,451.24,392.83,1919.18,1961.23,1.0,Late,Local
3792,1302,2,322.0,20,7.0,2.0,4.0,710.0,712.0,713.0,2,599.99,0.1,119.998,1079.98,57800.81,932.71,811.97,3966.93,4053.84,1.0,Late,Local
3793,1302,3,322.0,56,7.0,2.0,4.0,710.0,712.0,713.0,2,5499.99,0.07,769.9986,10229.98,547511.22,8834.94,7691.28,37576.25,38399.51,1.0,Late,Local
3794,1303,1,878.0,96,7.0,2.0,4.0,710.0,713.0,712.0,1,349.99,0.1,34.999,314.99,16858.35,272.04,236.82,1157.01,1182.35,0.0,On Time,Local
3795,1303,2,878.0,63,7.0,2.0,4.0,710.0,713.0,712.0,2,3499.99,0.2,1399.996,5599.98,299712.4,4836.32,4210.27,20569.57,21020.22,0.0,On Time,Local
3796,1303,3,878.0,108,7.0,2.0,4.0,710.0,713.0,712.0,1,449.99,0.1,44.999,404.99,21675.17,349.76,304.49,1487.59,1520.18,0.0,On Time,Local
3797,1303,4,878.0,73,7.0,2.0,4.0,710.0,713.0,712.0,1,749.99,0.1,74.99900000000001,674.99,36125.64,582.94,507.48,2479.34,2533.66,0.0,On Time,Local
3798,1303,5,878.0,24,7.0,2.0,4.0,710.0,713.0,712.0,2,549.99,0.1,109.998,989.98,52983.99,854.98,744.3,3636.35,3716.01,0.0,On Time,Local
3799,1304,1,1409.0,80,6.0,2.0,4.0,710.0,711.0,711.0,1,761.99,0.05,38.0995,723.89,38742.78,625.17,544.25,2658.96,2717.21,0.0,On Time,Local
3800,1304,2,1409.0,99,6.0,2.0,4.0,710.0,711.0,711.0,2,299.99,0.05,29.999000000000002,569.98,30505.48,492.25,428.53,2093.62,2139.49,0.0,On Time,Local
3801,1304,3,1409.0,102,6.0,2.0,4.0,710.0,711.0,711.0,1,489.99,0.2,97.998,391.99,20979.41,338.54,294.71,1439.84,1471.38,0.0,On Time,Local
